VSA_EState4,MinEStateIndex,BCUT2D_MRHI,BCUT2D_LOGPHI,SMR_VSA10,MinAbsEStateIndex,MolLogP,FpDensityMorgan2,VSA_EState6,MaxAbsEStateIndex,FpDensityMorgan3,TPSA,Kappa3,MolMR,EState_VSA2,Chi0,BCUT2D_LOGPLOW,EState_VSA3,Chi2v,MolWt,BCUT2D_MWHI,PEOE_VSA1,BCUT2D_CHGLO,BalabanJ,MaxPartialCharge,SlogP_VSA2,qed,AvgIpc,MinPartialCharge,BCUT2D_MWLOW,Kappa2,Chi4v,Chi0v,Chi4n,NHOHCount,NumAromaticCarbocycles,VSA_EState3,Chi3v,Chi1v,BCUT2D_MRLOW,MinAbsPartialCharge,BCUT2D_CHGHI,PEOE_VSA7,VSA_EState5,MaxAbsPartialCharge,HeavyAtomMolWt,SlogP_VSA6,EState_VSA10,conductivity_class
8.46089947,-0.888247881,5.812084424,2.775305308,0.0,0.288571462,8.6242,1.019230769,0.0,16.04541969,1.788461538,161.84,2.621652692,179.8424,40.3141541,35.2867634,-2.526283328,33.43862718,16.35303192,698.674,19.14403869,40.85221916,-2.63218536,1.29393132,0.160815195,40.85221916,0.133608996,3.102184315,-0.508098404,9.39198097,8.195736367,13.52298341,26.88064309,13.52298341,8.0,1.0,92.40711983,14.75294182,17.74373956,0.174599411,0.160815195,2.667907311,104.2812879,-12.11320373,0.508098404,670.45,139.7738548,40.85221916,Class_2
0.0,0.752314815,8.104656505,2.086471447,29.16719668,0.752314815,1.2969,1.875,0.0,4.845401235,2.125,3.24,1.356171274,42.391,0.0,5.983127663,-2.204810727,0.0,3.089600055,147.268,32.14267056,4.899909731,-2.119348579,2.349936739,0.132777164,22.30995663,0.406185915,2.115968032,-0.357727181,10.39358405,2.688486328,1.290992156,6.342026378,0.90841797,0.0,0.0,0.0,1.917624733,3.639255159,0.539308994,0.132777164,2.101533069,12.84164325,0.0,0.357727181,138.196,0.0,0.0,Class_0
0.0,-0.94406436,6.343113581,2.554785823,64.63469057,0.037480894,6.8394,0.805555556,22.70210697,11.52312217,1.472222222,121.38,2.395844875,141.4668,21.90818448,24.87758622,-1.893447346,21.54489686,9.078534293,474.468,16.34449328,30.63916437,-2.17886093,1.883474502,0.204599743,30.63916437,0.061944282,2.894940706,-0.506628539,9.875922082,6.733367037,5.510907192,18.6114848,5.510907192,6.0,7.0,71.04297308,7.203885565,11.3057424,0.349762262,0.204599743,2.25246786,61.96903778,-3.745080056,0.506628539,456.324,72.79640482,30.63916437,Class_0
6.44834563,0.597168543,6.058354612,2.36092772,44.13360574,0.597168543,6.8692,0.55,32.24029845,5.015073381,0.825,108.92,3.010061728,156.0534,0.0,26.20816706,-1.824807418,45.88632688,9.792009903,514.552,15.05458987,9.967957042,-1.959806073,1.514220409,0.16425239,39.87182817,0.228577422,3.728016802,-0.32375773,10.09706617,7.874272387,5.59078743,20.92088588,5.59078743,2.0,4.0,3.820335036,7.460387925,12.99268265,1.189967501,0.16425239,2.211523774,0.0,2.388674174,0.32375773,496.408,97.0618731,0.0,Class_1
0.0,0.846351796,7.838505458,2.41391844,108.0900802,0.846351796,6.8784,0.416666667,12.33783919,4.53847042,0.541666667,0.0,2.625986032,122.472,0.0,17.17084392,-1.871185293,0.0,8.550352803,420.696,32.1244743,0.0,-2.144600818,2.397005548,0.018038271,0.0,0.129645206,2.530208529,-0.142268481,9.941067989,6.179723727,4.229380611,17.51394633,3.067485608,0.0,4.0,6.686560847,6.963853517,9.739023975,1.282962627,0.018038271,2.131897272,68.7155477,0.0,0.142268481,408.6,65.77110326,0.0,Class_0
23.57407407,0.464537037,5.778288349,2.234231495,22.7495451,0.464537037,0.0154,0.8,3.092592593,5.428981481,1.0,104.08,0.906991215,44.0916,0.0,7.723614639,-1.999123979,22.7495451,2.11004234,138.174,14.72740008,22.93466991,-2.030264265,3.282462907,0.056951688,0.0,0.379030761,1.841127075,-0.396998433,10.19826423,1.982580224,0.668393829,5.464101615,0.668393829,8.0,1.0,0.0,1.288675135,2.809401077,1.635717761,0.056951688,1.974709166,12.13273414,0.0,0.396998433,128.094,12.13273414,0.0,Class_0
-4.899444444,-1.67537037,5.804699373,2.541692111,17.06215882,1.454259259,0.528,0.777777778,0.0,10.46226002,0.888888889,190.11,1.662822241,51.3996,0.0,14.19615242,-1.993659013,0.0,2.862970142,261.102,16.64380313,15.31958218,-2.030457193,3.938405305,0.366399267,30.08951533,0.513522477,2.135213361,-0.497094022,10.15397895,4.00313816,1.19172045,8.132771316,1.19172045,3.0,1.0,58.90155329,1.893542951,3.937085902,-0.406679736,0.366399267,2.425459455,0.0,-5.026111111,0.497094022,258.078,0.0,45.66253699,Class_2
0.254465703,-0.451065497,6.457092818,2.56767344,65.02612008,0.084821901,3.3378,0.633333333,0.0,10.60675333,0.9,160.05,1.327796146,108.4098,32.7087748,20.63494553,-1.976033866,32.31734529,7.403083253,399.318,16.31169869,30.63916437,-2.21616115,2.079919234,0.184624013,45.59109993,0.127629243,2.764339486,-0.503735961,9.854520384,4.380703067,4.839419419,14.75697317,4.839419419,6.0,4.0,66.85692208,6.097849745,8.903083253,0.410002604,0.184624013,2.302164117,0.0,-2.61371016,0.503735961,390.246,18.59053071,30.63916437,Class_0
2.13313933,-0.366293377,6.361108388,2.465797764,34.56901818,0.310050548,2.7977,0.677419355,7.80111804,10.03287548,0.967741935,161.7,2.177610952,109.7448,34.497071,21.60156534,-2.476958361,51.25937266,7.215855293,416.349,16.31021302,30.63916437,-2.379946238,1.761643258,0.159118383,53.04593346,0.307036046,2.719367039,-0.504242164,9.971448907,5.448033814,3.847433039,15.43623757,3.847433039,6.0,3.0,59.99771207,5.3158163,9.068203581,0.403022322,0.159118383,2.399953125,18.19910121,-1.257852381,0.504242164,404.253,51.37541661,30.63916437,Class_1
0.0,1.412037037,7.254271145,2.245361889,32.07341159,1.412037037,2.9628,1.375,4.314814815,2.157407407,1.875,0.0,0.501192714,39.702,0.0,5.397341225,-1.326792338,0.0,3.465091047,140.232,32.13607061,0.0,-1.634514629,3.062247833,0.045001368,0.0,0.527461214,2.150348863,-0.142903986,10.53508825,1.569314512,2.521262994,5.75889082,0.697234872,0.0,0.0,4.252314815,2.965099943,4.13297537,2.235624148,0.045001368,1.902762696,22.89285968,0.0,0.142903986,136.2,22.89285968,0.0,Class_2
0.0,-1.202202211,6.263049358,2.409051874,114.0228755,0.129871032,2.3238,0.444444444,0.0,10.67159011,0.592592593,121.38,1.438940488,105.8448,34.497071,18.51362519,-1.979705879,20.4125693,15.36143874,701.04,16.32023679,0.0,-2.106834914,2.100773852,0.159118383,91.93212526,0.082174129,3.32323296,-0.477639247,10.02937223,4.523188476,14.67253056,19.89911994,4.370407663,6.0,4.0,69.22956173,15.74023565,14.80747915,0.403884721,0.159118383,2.188862533,0.0,-0.77922619,0.477639247,694.992,0.0,30.63916437,Class_2
0.0,0.585648148,7.733447139,1.822622641,24.43574689,0.585648148,1.80178,1.375,0.0,4.762268519,1.625,31.58,1.019024129,36.8114,0.0,5.983127663,-1.753158505,9.281178535,2.096753339,144.224,32.09408265,9.967957042,-1.803725188,3.586135822,0.137949702,9.967957042,0.543991943,1.768177215,-0.349038758,10.77127845,2.192057058,0.619736291,5.604190281,0.365802397,2.0,0.0,0.0,1.491577176,2.885428474,1.158616413,0.137949702,1.736022647,0.0,0.0,0.349038758,140.192,12.39368714,0.0,Class_1
49.76354374,0.101444924,6.222975268,2.456922896,83.94530966,0.101444924,3.1318,0.958333333,16.82382681,6.760676337,1.541666667,306.22,3.413457843,190.7299,62.75486736,33.17011496,-2.087228688,44.84251485,11.51624994,634.672,15.33257626,50.96232113,-2.099705885,1.568567214,0.16641421,39.56395209,0.08546772,3.793823326,-0.396978274,10.03248984,9.101371528,6.403989858,24.94544974,6.403989858,17.0,4.0,2.251331609,8.830536562,14.64147081,1.046681889,0.16641421,2.272270924,6.066367068,7.926643371,0.396978274,608.464,54.59730362,0.0,Class_1
0.0,1.294953704,6.263049358,2.409051874,122.8476003,1.294953704,-7.1568,0.416666667,0.0,2.621712963,0.5,0.0,2.285935834,67.14,0.0,9.464101615,-1.979705879,0.0,7.721370023,551.874,16.32023679,0.0,-2.106834914,3.603567451,0.159118383,96.07636959,0.281448825,2.081571824,-0.477639247,10.02937223,4.907908531,5.980342506,16.94274005,0.672910197,0.0,1.0,0.0,11.96068501,8.471370023,0.403884721,0.159118383,2.188862533,0.0,0.0,0.477639247,545.826,0.0,0.0,Class_2
0.0,-0.348492396,6.332386022,2.47803632,64.63469057,0.340202757,6.2506,0.289473684,14.85866957,10.34569116,0.421052632,161.84,2.735718519,144.7964,45.99609467,26.6180732,-1.884418174,64.63469057,9.489400576,506.466,16.31357349,40.85221916,-2.165894471,1.832979467,0.157557626,40.85221916,0.067982413,2.877795574,-0.504244761,9.877190714,7.043537047,5.581006214,19.35121146,5.581006214,8.0,7.0,89.22944437,7.357580777,11.56235707,0.404288356,0.157557626,2.188862533,125.2983613,-2.754780611,0.504244761,488.322,60.66367068,40.85221916,Class_2
4.247864072,-0.348736445,5.958157447,2.460368314,0.0,0.307919591,5.9994,0.447368421,20.73265678,10.21041396,0.631578947,161.84,4.307294414,141.5044,45.99609467,27.13709924,-1.92744916,44.50761193,8.757349769,510.498,16.31344797,40.85221916,-2.190124261,1.887534574,0.157511762,40.85221916,0.136561392,2.896838251,-0.504259628,9.85063214,9.179379748,4.318909149,19.66061253,4.318909149,8.0,5.0,80.31276996,6.303365188,11.39569041,0.403649374,0.157511762,2.19005287,105.1712826,-2.626624144,0.504259628,488.322,84.92913896,40.85221916,Class_1
0.0,0.798611111,7.805395429,2.713011297,12.62878915,0.798611111,3.2329,1.2,0.0,4.994560973,1.866666667,0.0,0.798642549,63.779,0.0,9.731686329,-2.654466834,0.0,7.788116964,220.381,32.11699689,0.0,-2.708271832,1.692398045,0.007901007,5.24993803,0.595357283,2.256997417,-0.175326575,9.35522024,2.443801137,7.577568,10.07332712,6.891941906,0.0,0.0,0.798611111,7.798116273,7.523746241,-0.198392795,0.007901007,2.651790727,79.44735648,8.982067901,0.175326575,200.221,0.0,0.0,Class_0
-2.744444444,-0.457407407,7.104910088,1.99125769,34.27011002,0.457407407,0.11862,0.416666667,0.0,7.124074074,0.5,143.1,0.815105762,46.3602,0.0,9.464101615,-2.472419492,0.0,2.25,162.156,14.72510748,0.0,-2.158403919,3.254943487,0.108506709,34.27011002,0.287362396,2.081571824,-0.296384858,9.890841416,2.260633977,0.75,6.0,0.75,6.0,0.0,42.74444444,1.5,3.0,1.438356642,0.108506709,2.306688306,0.0,0.0,0.296384858,156.108,0.0,0.0,Class_2
8.852450918,-1.087222222,6.511305286,2.227924647,35.19475268,0.149022109,-1.0635,1.217391304,0.0,12.00435248,1.652173913,194.41,2.828522062,76.8021,30.36917874,17.14589989,-2.318817675,0.0,4.150686638,318.249,16.2490208,26.99717835,-2.15010337,2.413859735,0.232863481,42.51472519,0.252980672,2.466224975,-0.514674141,9.842815694,5.928376585,1.720840353,11.34756419,1.720840353,7.0,0.0,20.34550312,2.741559285,5.952461809,-0.123900764,0.232863481,2.38496462,0.0,-3.685575607,0.514674141,308.169,35.44342938,14.38361155,Class_2
0.0,-1.056168899,6.362655251,2.592718055,64.63469057,0.139602282,6.2506,0.526315789,18.8973654,10.98508896,0.842105263,161.84,2.43058767,144.7964,32.31734529,26.6180732,-1.903331624,0.0,9.323397619,506.466,16.35086534,40.85221916,-2.189449803,1.920952959,0.204477788,40.85221916,0.051791783,2.944543138,-0.503714112,9.868433701,7.043537047,5.771806801,19.35121146,5.771806801,8.0,7.0,89.86426118,7.464044765,11.59825546,0.348997484,0.204477788,2.289239576,55.22252785,-7.428293254,0.503714112,488.322,60.66367068,40.85221916,Class_1
0.705,-0.255555556,5.308111243,1.989294107,0.0,0.255555556,1.807,1.777777778,5.814537037,12.15441043,2.222222222,0.0,1.297733132,34.335,5.817220841,6.690234444,-1.730572793,5.563451492,1.651230592,120.126,19.14213818,0.0,-1.861760653,3.056038396,0.122794941,0.0,0.457852336,1.900372628,-0.207010991,10.21521799,2.320364844,0.546113658,4.764715819,0.546113658,0.0,1.0,0.0,1.010888337,2.549024576,0.627482531,0.122794941,1.855253133,24.26546827,2.131944444,0.207010991,115.086,24.26546827,4.390415048,Class_0
39.19830499,0.515706832,6.278785035,2.410685024,66.44166293,0.515706832,2.6394,0.416666667,11.13463152,6.017343999,0.541666667,156.12,1.765380917,105.4344,0.0,17.17084392,-1.987322642,34.12431765,6.080127019,318.384,14.68470146,34.40200486,-2.148824676,2.397005548,0.055396127,0.0,0.216027809,2.530208529,-0.397044198,9.919094053,4.483195416,3.236538106,12.92820323,3.236538106,12.0,4.0,5.667063492,4.540063509,7.446152423,1.698118477,0.055396127,2.132892952,68.7155477,0.0,0.397044198,300.24,36.39820241,0.0,Class_1
4.023391715,-1.189324092,6.011393472,2.701587547,33.43862718,0.223048804,4.041,0.366666667,14.11146969,15.73727434,0.5,121.38,3.710819062,202.1388,33.38070895,41.26989107,-2.625606091,64.75052703,16.73197202,810.702,19.16527684,30.63916437,-2.625062834,1.390400153,0.158975314,30.63916437,0.101949017,3.198760715,-0.50424489,9.394918213,10.55771015,12.56516973,30.34337326,12.56516973,6.0,6.0,68.43594025,14.32891282,19.13578824,0.145995409,0.158975314,2.637984606,170.9276408,-14.99444772,0.50424489,786.51,72.79640482,30.63916437,Class_1
1.098536575,-0.407980535,6.289058176,2.457409535,65.15659659,0.274634144,5.0406,0.421052632,10.52081621,10.29750522,0.605263158,187.62,2.705059546,140.3864,22.06680287,26.6180732,-1.943859852,43.08979372,9.164058892,508.442,16.31360961,40.85221916,-2.150609498,1.832979467,0.157616079,50.8201762,0.07828318,2.877795574,-0.50424475,9.956371044,6.978265961,5.16886565,19.09093811,5.16886565,8.0,6.0,85.24514249,6.955506319,11.30208373,0.404270519,0.157616079,2.207437184,70.07583341,-3.218635486,0.50424475,492.314,48.53093655,40.85221916,Class_1
0.0,1.277777778,4.353613628,1.495069506,0.0,1.277777778,-0.7334,1.0,0.0,3.361111111,1.166666667,51.56,0.453416053,17.622,0.0,4.242640687,-1.81488058,0.0,0.692820323,82.066,15.23961129,0.0,-1.676386467,3.0,0.160231588,20.39472723,0.413589428,1.719973094,-0.135300507,11.30469529,1.395522956,0.16544498,2.94355492,0.16544498,0.0,0.0,13.44444444,0.339892445,1.432795559,0.852689379,0.135300507,1.607419742,0.0,0.0,0.160231588,80.05,12.65464015,0.0,Class_0
